40 40 4 0 0 0
-1.574487e-01 -1.969543e-01 3.802468e-01
-2.060056e-01 -8.727941e-02 4.270344e-01
-2.158114e-01 3.748273e-02 4.366243e-01
-1.841388e-01 1.552275e-01 4.064721e-01
-1.230544e-01 2.478164e-01 3.480764e-01
-5.112956e-02 3.090994e-01 2.791102e-01
1.631224e-02 3.433558e-01 2.141791e-01
7.109233e-02 3.590933e-01 1.611090e-01
1.109527e-01 3.642506e-01 1.221363e-01
1.366648e-01 3.643870e-01 9.662647e-02
1.498147e-01 3.627944e-01 8.317756e-02
1.517555e-01 3.611462e-01 8.061596e-02
1.434733e-01 3.599975e-01 8.812212e-02
1.256794e-01 3.589510e-01 1.050635e-01
9.860451e-02 3.565626e-01 1.311108e-01
6.145788e-02 3.499514e-01 1.668155e-01
1.250430e-02 3.339685e-01 2.136363e-01
-4.853815e-02 3.004899e-01 2.716063e-01
-1.156148e-01 2.399031e-01 3.347782e-01
-1.731967e-01 1.466422e-01 3.884647e-01
-2.006077e-01 2.705437e-02 4.132478e-01
-1.845415e-01 -9.814911e-02 3.967002e-01
-1.294138e-01 -2.042578e-01 3.430434e-01
-5.317531e-02 -2.772254e-01 2.691648e-01
2.593103e-02 -3.174586e-01 1.923015e-01
9.733947e-02 -3.334410e-01 1.227560e-01
1.573619e-01 -3.348686e-01 6.451523e-02
2.051324e-01 -3.295096e-01 1.871282e-02
2.402926e-01 -3.226499e-01 -1.440885e-02
2.628353e-01 -3.174555e-01 -3.518563e-02
2.732578e-01 -3.155903e-01 -4.437562e-02
2.723309e-01 -3.177467e-01 -4.278249e-02
2.608991e-01 -3.238450e-01 -3.107430e-02
2.398718e-01 -3.329475e-01 -9.886331e-03
2.100774e-01 -3.432018e-01 2.015581e-02
1.715235e-01 -3.519135e-01 5.893700e-02
1.231709e-01 -3.555510e-01 1.071981e-01
6.336046e-02 -3.491715e-01 1.661676e-01
-7.812400e-03 -3.258203e-01 2.356118e-01
-8.545255e-02 -2.771593e-01 3.108106e-01
-1.610770e-01 -1.962863e-01 3.852606e-01
-2.091620e-01 -8.585073e-02 4.316242e-01
-2.182020e-01 3.998341e-02 4.404260e-01
-1.851121e-01 1.587832e-01 4.087980e-01
-1.220826e-01 2.519221e-01 3.483818e-01
-4.811080e-02 3.131035e-01 2.772809e-01
2.118838e-02 3.468081e-01 2.104164e-01
7.761100e-02 3.618253e-01 1.556534e-01
1.190852e-01 3.662867e-01 1.150515e-01
1.466278e-01 3.658177e-01 8.772204e-02
1.619430e-01 3.637085e-01 7.212023e-02
1.661019e-01 3.616402e-01 6.729149e-02
1.592759e-01 3.602386e-01 7.316080e-02
1.411306e-01 3.591905e-01 9.016151e-02
1.113442e-01 3.569805e-01 1.186101e-01
6.979988e-02 3.504404e-01 1.584166e-01
1.635322e-02 3.340584e-01 2.094428e-01
-4.818172e-02 2.991715e-01 2.706685e-01
-1.174468e-01 2.353648e-01 3.357911e-01
-1.749270e-01 1.374532e-01 3.891783e-01
-1.992068e-01 1.449080e-02 4.109244e-01
-1.789626e-01 -1.101076e-01 3.904664e-01
-1.218668e-01 -2.120524e-01 3.350033e-01
-4.684472e-02 -2.802078e-01 2.622711e-01
2.945289e-02 -3.172604e-01 1.881084e-01
9.822674e-02 -3.322325e-01 1.212986e-01
1.561991e-01 -3.343059e-01 6.543185e-02
2.020461e-01 -3.304603e-01 2.190511e-02
2.351223e-01 -3.253043e-01 -8.918707e-03
2.555027e-01 -3.216079e-01 -2.747053e-02
2.638398e-01 -3.209062e-01 -3.457988e-02
2.610529e-01 -3.238588e-01 -3.110233e-02
2.482542e-01 -3.302922e-01 -1.790414e-02
2.267275e-01 -3.391173e-01 4.008927e-03
1.975379e-01 -3.484419e-01 3.369896e-02
1.605153e-01 -3.557709e-01 7.111791e-02
1.141897e-01 -3.579558e-01 1.174196e-01
5.636546e-02 -3.503721e-01 1.743983e-01
-1.318435e-02 -3.261977e-01 2.422415e-01
-8.971581e-02 -2.770045e-01 3.163889e-01
-1.628082e-01 -1.979296e-01 3.883607e-01
-2.115706e-01 -8.641010e-02 4.354643e-01
-2.204745e-01 4.157961e-02 4.440999e-01
-1.856474e-01 1.626521e-01 4.106908e-01
-1.197050e-01 2.569836e-01 3.473011e-01
-4.268453e-02 3.179972e-01 2.730386e-01
2.914494e-02 3.506584e-01 2.035115e-01
8.745451e-02 3.643516e-01 1.467479e-01
1.303841e-01 3.676117e-01 1.046305e-01
1.593189e-01 3.662315e-01 7.591159e-02
1.764035e-01 3.635083e-01 5.859908e-02
1.829943e-01 3.610706e-01 5.141555e-02
1.789942e-01 3.595455e-01 5.444711e-02
1.629411e-01 3.587321e-01 6.913592e-02
1.328177e-01 3.571731e-01 9.751429e-02
8.735666e-02 3.513325e-01 1.407448e-01
2.743033e-02 3.349413e-01 1.977327e-01
-4.344828e-02 2.985907e-01 2.648423e-01
-1.169744e-01 2.308937e-01 3.339552e-01
-1.752695e-01 1.267310e-01 3.879515e-01
-1.960885e-01 -7.147949e-04 4.064149e-01
-1.711929e-01 -1.243085e-01 3.817860e-01
-1.125113e-01 -2.210027e-01 3.250002e-01
-3.955973e-02 -2.836152e-01 2.543756e-01
3.318352e-02 -3.174137e-01 1.838432e-01
9.863558e-02 -3.317156e-01 1.206338e-01
1.537328e-01 -3.348198e-01 6.801909e-02
1.968619e-01 -3.326761e-01 2.748862e-02
2.273363e-01 -3.291841e-01 -6.392705e-04
2.453380e-01 -3.268112e-01 -1.684562e-02
2.516058e-01 -3.270348e-01 -2.193971e-02
2.472452e-01 -3.304767e-01 -1.686711e-02
2.337634e-01 -3.368407e-01 -2.841517e-03
2.128454e-01 -3.449318e-01 1.869039e-02
1.855862e-01 -3.529729e-01 4.665037e-02
1.513261e-01 -3.588430e-01 8.139358e-02
1.079645e-01 -3.598664e-01 1.247446e-01
5.266164e-02 -3.517055e-01 1.791925e-01
-1.517999e-02 -3.275686e-01 2.453960e-01
-9.107365e-02 -2.787052e-01 3.190112e-01
-1.619685e-01 -2.024480e-01 3.888032e-01
-2.128831e-01 -8.923308e-02 4.381305e-01
-2.222823e-01 4.262996e-02 4.472012e-01
-1.848642e-01 1.677322e-01 4.111949e-01
-1.143422e-01 2.639047e-01 3.432185e-01
-3.285618e-02 3.242644e-01 2.643551e-01
4.227001e-02 3.548775e-01 1.913182e-01
1.026683e-01 3.662159e-01 1.322516e-01
1.468597e-01 3.674445e-01 8.872666e-02
1.766830e-01 3.645903e-01 5.906494e-02
1.948376e-01 3.609527e-01 4.072485e-02
2.033235e-01 3.580559e-01 3.178250e-02
2.025162e-01 3.564519e-01 3.179896e-02
1.906590e-01 3.560337e-01 4.231917e-02
1.640414e-01 3.556199e-01 6.684742e-02
1.183313e-01 3.515865e-01 1.095516e-01
5.186008e-02 3.362781e-01 1.719405e-01
-2.964319e-02 2.982135e-01 2.485472e-01
-1.119284e-01 2.247705e-01 3.258956e-01
